name,category,subcategory,city,neighborhood,address,lat,lng,phone,website,rating,total_reviews,has_website,deep_score,priority,types
Salón de Belleza Aide,Peluqueria,General,Itaugua,,"HMQC+FHP, Itaugua 110608, Paraguay",-25.4112855,-57.32854,0984 862530,,4.5,13,False,82,A,establishment|hair_care|point_of_interest
Mb Nails Spa,Spa/Wellness,Spa,Capiatá,Posta Ybycua,"km 20, Porvenir, Capiatá 110239, Paraguay",-25.3895485,-57.4647593,0981 454902,,4.0,10,False,82,A,establishment|point_of_interest|spa
Mia Salón de belleza,Salon de Belleza,General,Itá,,"Concejal Emigdio Chavez y, Itá 110505, Paraguay",-25.5080423,-57.350845,0972 140441,,5.0,11,False,82,A,beauty_salon|establishment|point_of_interest
Salón de Belleza kroll Martínez,Peluqueria,General,Altos,,"Mcal. Jose F. Estigarribia, Altos 030201, Paraguay",-25.2642613,-57.25313509999999,0981 812039,,5.0,12,False,82,A,establishment|hair_care|point_of_interest
Salon de Belleza G.M.,Salon de Belleza,General,Luque,,"Las Residentas 173, Luque 110929, Paraguay",-25.2727224,-57.4842372,0991 582220,,4.9,17,False,82,A,establishment|hair_care|point_of_interest
Sol Benitez - Nutricion y Belleza,Salon de Belleza,General,Hernandarias,,"H9X2+4C9, Hernandarias 100513, Paraguay",-25.4022164,-54.6489026,0975 551104,,4.7,19,False,82,A,beauty_salon|establishment|point_of_interest
Narudi,Salon de Belleza,General,Ciudad del Este,,"Ciudad del Este 100150, Paraguay",-25.5334601,-54.6240706,0983 900039,,5.0,11,False,82,A,beauty_salon|establishment|point_of_interest
A&A Centro De Belleza,Salon de Belleza,General,Fernando de la Mora,,"piribebuy casi, Fernando de la Mora 110313, Paraguay",-25.3291781,-57.5279304,0981 112602,,4.6,13,False,82,A,beauty_salon|establishment|point_of_interest
Clara Viedma Centro de Belleza,Salon de Belleza,General,Caacupé,Barrio General Diaz,"JVG5+CX5, Caacupé 030101, Paraguay",-25.3739784,-57.1400144,0983 479184,,4.9,19,False,82,A,beauty_salon|establishment|point_of_interest
Carol Coiffure,Salon de Belleza,General,Villarrica,,"Blvd. Bicentenario, Villarrica 040103, Paraguay",-25.7743705,-56.4410038,0992 845201,,4.8,18,False,82,A,beauty_salon|establishment|point_of_interest
Ailen López MAKE UP,Spa/Wellness,General,Coronel Oviedo,,"Dr. José Gaspar Rodríguez de Francia, Cnel. Oviedo 050123, Paraguay",-25.4723381,-56.428375,0971 494860,,4.4,17,False,82,A,beauty_salon|establishment|point_of_interest
"Salón de Belleza Thiana, Obligado",Peluqueria,General,Obligado,,"Obligado 071702, Paraguay",-27.0482434,-55.63071679999999,0995 362891,,4.9,10,False,82,A,establishment|hair_care|point_of_interest
NIL'STETIC. ESTETICA & PELUQUERIA UNISEX.,Peluqueria,Peluqueria Unisex,Fernando de la Mora,,"NICASIO VILLALBA ESQ, Cnel. Vicente Machuca, Fernando de la Mora 110311, Paraguay",-25.3203659,-57.5224536,0981 648372,,4.9,19,False,82,A,establishment|hair_care|point_of_interest
Gimnasio Bella Vista,Gimnasio/Fitness,Gimnasio,Hernandarias,,"H8RP+CM5, Unnamed Road, Hernandarias 100514, Paraguay",-25.4089986,-54.6632628,0985 980348,,4.1,11,False,82,A,establishment|gym|health|point_of_interest
Maria Cabral Style ❤️‍🔥,Salon de Belleza,General,María Auxiliadora,,"Av. Hermana Teresa Steinbock, María Auxiliadora 6630, Paraguay",-26.525529,-55.26404789999999,0991 692353,,5.0,15,False,82,A,beauty_salon|establishment|point_of_interest
Peluqueria Yoana,Peluqueria,General,Villarrica,,"6HC9+87W, Villarrica 040107, Paraguay",-25.7791463,-56.4318076,0985 955269,,4.8,14,False,82,A,establishment|hair_care|health|point_of_interest
Buena Barba y un sitio para ella.,Peluqueria,General,Caacupé,,"Alberdi, Caacupé 030106, Paraguay",-25.3917234,-57.1453563,0972 190805,,4.5,11,False,82,A,establishment|hair_care|point_of_interest
MALI SALON DE BELLEZA y Spa de Uñas,Salon de Belleza,Spa,Concepción,Barrio Inmaculada,"Fernando de la mora, entre 1 dje marzo y, Concepción 010101, Paraguay",-23.3979344,-57.448669,0991 564606,,4.8,13,False,82,A,establishment|hair_care|point_of_interest
STYLO MUJER PELUQUERIA,Peluqueria,General,Concepción,,"Presidente Nro 972, Presidente Franco, Concepción 010108, Paraguay",-23.4077813,-57.4506548,0985 911068,,4.9,17,False,82,A,establishment|hair_care|point_of_interest
El Rincón de la Moda,Peluqueria,General,Itauguá,,"JM83+3QG, Av. Orlando Matteucci, Itauguá 110605, Paraguay",-25.3848187,-57.345545,0983 349543,,4.5,17,False,82,A,establishment|hair_care|health|point_of_interest
Lash Queen (Capiata),Salon de Belleza,General,Capiatá,,"Boqueron &, Cnel. Felipe Toledo, Capiatá 110220, Paraguay",-25.357402,-57.4428698,0992 229222,,4.5,15,False,82,A,beauty_salon|establishment|point_of_interest
La Pelu de Ali y Lauri,Peluqueria,General,Luque,,"Rosario, Luque 110903, Paraguay",-25.2438629,-57.47968249999999,0981 188693,,5.0,16,False,82,A,establishment|hair_care|point_of_interest
Lourdes Martínez Coiffure,Salon de Belleza,General,Kapi'atã,,"Choferes del Chaco, Kapi'atã 110211, Paraguay",-25.3603107,-57.48107890000001,0971 656478,,5.0,14,False,82,A,beauty_salon|establishment|point_of_interest
Leticia Studio Mk-Atelier,Salon de Belleza,General,Obligado,,"Av. Fulgencio Yegros, Obligado 071701, Paraguay",-27.0474617,-55.6408104,0985 307376,,4.7,17,False,82,A,beauty_salon|establishment|point_of_interest
Faipa Roma,Peluqueria,General,Pedro Juan Caballero,,"Calle cedro, Araticu 235, Pedro Juan Caballero 8500, Paraguay",-22.5408861,-55.7531323,0992 225185,,4.5,11,False,82,A,establishment|hair_care|point_of_interest
Lau,Peluqueria,General,Ñemby,,"111208, Ñemby 111208, Paraguay",-25.3762839,-57.5474003,0992 401194,,5.0,13,False,82,A,establishment|hair_care|point_of_interest
Peluquería Mariana,Peluqueria,General,Presidente Franco,,"C9X5+QPP, Presidente Franco 100209, Paraguay",-25.5505287,-54.64067069999999,0985 268849,,4.8,17,False,82,A,establishment|hair_care|point_of_interest
Vita Cosméticos - Encarnación,Salon de Belleza,General,Encarnación,,"M45P+MF6, Jorge Memmel, Encarnación 070117, Paraguay",-27.3408499,-55.8638536,0983 519062,,4.8,12,False,82,A,beauty_salon|establishment|point_of_interest
Dei style Salón De Belleza,Salon de Belleza,General,Presidente Franco,,"C9WG+5R2, Presidente Franco 100213, Paraguay",-25.5546068,-54.62298329999999,0983 663800,,4.7,15,False,82,A,beauty_salon|establishment|point_of_interest
Bella melena,Salon de Belleza,General,Ciudad del Este,,"Julio Cesar Riquelme, Cd. del Este 100170, Paraguay",-25.514697,-54.6728702,0986 521059,,4.8,12,False,82,A,beauty_salon|establishment|point_of_interest
Monkey's GYM,Gimnasio/Fitness,Gimnasio,Mariano Roque Alonso,,"Mariano Roque Alonso 111004, Paraguay",-25.1903878,-57.52556200000001,0961 838284,,4.3,19,False,82,A,establishment|gym|health|point_of_interest
MS Studio,Salon de Belleza,General,San Lorenzo,Centro de San Lorenzo,"Av. Defensores del Chaco, San Lorenzo 111423, Paraguay",-25.3408474,-57.50457170000001,0984 375523,,5.0,11,False,82,A,beauty_salon|establishment|hair_care|point_of_interest
VicSol,Peluqueria,General,Puerto Iguazú,,"Puerto Iguazú República Argentina Y, Julio Silveira 34 J, N3370 Puerto Iguazú, Misiones, Argentina",-25.6121129,-54.5764019,03757 32-1805,,4.6,14,False,82,A,establishment|hair_care|point_of_interest
Ross Cabrera Hair,Peluqueria,General,Areguá,,"223456, Areguá 110109, Paraguay",-25.2833911,-57.4340441,0992 907556,,4.9,19,False,82,A,beauty_salon|establishment|point_of_interest
Salão De Beleza Marlize,Salon de Belleza,General,Naranjal,,"2RG6+29X, Naranjal 101401, Paraguay",-25.9748765,-55.1890143,0983 614978,,4.9,16,False,82,A,beauty_salon|establishment|point_of_interest
Norma Campuzano Depilación.,Salon de Belleza,General,Ñemby,,"JFF5+5M6, Av. Moisés Bertoni, Ñemby 111205, Paraguay",-25.3770753,-57.5408534,0986 211131,,5.0,15,False,82,A,beauty_salon|establishment|hair_care|point_of_interest
Yoselin tu nuevo estilo de Belleza,Salon de Belleza,General,Hernandarias,,"Conavi Puerta del Sol M94.L11, Hernandarias 7510, Paraguay",-25.3761194,-54.6514423,0983 198751,,4.7,17,False,82,A,beauty_salon|establishment|point_of_interest
Cinthia coiffure,Salon de Belleza,General,Luque,,"Balneario Camboriú, Luque 110921, Paraguay",-25.268474,-57.48375709999999,0971 133074,,4.9,17,False,82,A,beauty_salon|establishment|point_of_interest
Salon Adara,Salon de Belleza,General,Coronel Oviedo,Barrio Azucena,"Coronel Oviedo 050118, Paraguay",-25.4558511,-56.4412138,0986 966389,,4.9,15,False,82,A,establishment|hair_care|point_of_interest
AR IL Salone,Salon de Belleza,General,Luque,,"Luque 110949, Paraguay",-25.3015189,-57.49125609999999,0971 564018,,4.9,14,False,82,A,establishment|hair_care|point_of_interest
Studio de Tatto/Oscar Britez. Y Peluqueria Unisex JM,Peluqueria,Peluqueria Unisex,Pilar,,"4PG2+2G4, Capitán Bado, Pilar 120107, Paraguay",-26.8749815,-58.2986662,0971 875905,,4.5,10,False,82,A,establishment|point_of_interest
Gabriel Marmolejo Expert color,Peluqueria,General,Lambaré,,"Santa Luisa, Lambaré 2282, Paraguay",-25.3479533,-57.6100733,0972 539444,,5.0,10,False,82,A,establishment|hair_care|point_of_interest
Faby Colorista Profesional 🎨,Peluqueria,General,Lambaré,,"Darío Gómez Serrato, Lambaré 110730, Paraguay",-25.359333,-57.6041856,0985 856988,,4.5,14,False,82,A,establishment|hair_care|point_of_interest
Mabe Caballero,Salon de Belleza,General,Lambaré,,"J9RX+FW9, Panambi Vera, Lambaré 110731, Paraguay",-25.3587913,-57.6002364,0972 237128,,5.0,10,False,82,A,beauty_salon|establishment|point_of_interest
𝗕𝗮𝗿𝗯𝗲𝗿𝗶𝗮 𝗲𝗹 𝗖𝗮𝗽𝗶𝘁𝗮𝗻,Peluqueria,General,Pedro Juan Caballero,Vila Militar II,"F759+F6C, C. Carlos Antonio López, Pedro Juan Caballero 130112, Paraguay",-22.5413239,-55.7319968,0975 272780,,4.8,17,False,82,A,establishment|hair_care|health|point_of_interest
Gaby Lopez Salon De Belleza,Salon de Belleza,General,Fernando de la Mora,Fernando Zona Norte,"MFF6+H24, Aca Caraya, Fernando de la Mora 110312, Paraguay",-25.3261048,-57.5399355,0992 878555,,4.9,14,False,82,A,beauty_salon|establishment|point_of_interest
Alisson Martínez Studio,Salon de Belleza,General,Fernando de la Mora,Fernando Zona Norte,"Pettirossi, Fernando de la Mora 110309, Paraguay",-25.3208278,-57.5391397,0985 112090,,5.0,11,False,82,A,beauty_salon|establishment|point_of_interest
Peluqueria El Encarnaceno,Peluqueria,General,Limpio,,"RGHG+VHV, Limpio 110813, Paraguay",-25.1702197,-57.4735904,0994 178053,,4.5,11,False,82,A,establishment|hair_care|point_of_interest
AE Color Beauty Salón,Peluqueria,General,Fernando de la Mora,,"Cnel. Vicente Machuca 293e, Fernando de la Mora 110311, Paraguay",-25.3198024,-57.5222753,0976 329815,,4.6,10,False,82,A,beauty_salon|establishment|hair_care|point_of_interest
Yolanda coiffure,Peluqueria,General,Altos,,"PQJ3+G3R, Mcal. López, Altos 030202, Paraguay",-25.2686468,-57.247367,0993 541967,,4.8,10,False,82,A,establishment|hair_care|point_of_interest
Salón de Belleza DELMI,Salon de Belleza,General,Coronel Oviedo,Barrio General Caballero,"HH24+G2F, Guaira, Cnel. Oviedo 050107, Paraguay",-25.4486949,-56.4449657,0971 706057,,4.9,15,False,82,A,beauty_salon|establishment|point_of_interest
Club Deportivo Yaguarón,Otros,General,Yaguarón,,"CPR7+V6X, Yaguarón 091501, Paraguay",-25.5577595,-57.28688769999999,,,4.0,152,False,82,A,establishment|point_of_interest|stadium
Deportivo Yaguaron,Otros,General,Yaguarón,,"CPP7+6W7, Defensores del Chaco, Yaguarón 091503, Paraguay",-25.5644578,-57.2851955,,,4.1,130,False,82,A,establishment|point_of_interest
Lu Caballero Skin Estudio,Salon de Belleza,General,Luque,,"PGC8+7C3, Lapacho, Luque 110928, Paraguay",-25.2795508,-57.48386139999999,0983 900992,,5.0,18,False,82,A,beauty_salon|establishment|hair_care|point_of_interest|spa
Rosa Flores,Salon de Belleza,General,Luque,,"Rosario casi, Luque 110920, Paraguay",-25.2608869,-57.49066579999999,0984 560381,,4.6,15,False,82,A,beauty_salon|establishment|point_of_interest
Glamour Recepciones,Otros,General,Itá,,"FJWM+6M7, Itá 110502, Paraguay",-25.5044681,-57.3658189,,,4.4,123,False,82,A,establishment|point_of_interest
Studio bon,Salon de Belleza,General,Luque,,"Mompox, Luque 110921, Paraguay",-25.2669999,-57.4840168,0985 633650,,4.9,15,False,82,A,beauty_salon|establishment|point_of_interest
Salón de Belleza Diana Soledad Ojeda,Salon de Belleza,General,Luque,,"14 De Mayo N° 360 c, Luque 110930, Paraguay",-25.2698923,-57.488334,0984 773896,,4.5,15,False,82,A,beauty_salon|establishment|point_of_interest
BELLE SALÓN DE BELLEZA,Salon de Belleza,General,Limpio,,"3 Ruta 1ero de Marzo casi, Iturbe, Limpio 110816, Paraguay",-25.1732527,-57.4812023,0992 333552,,4.6,11,False,82,A,beauty_salon|establishment|point_of_interest
Barbe Shop Luis Silvero,Peluqueria,General,Caaguazú,Barrio San Lorenzo,"Barrio San Lorenzo, Caaguazú 050209, Paraguay",-25.4621012,-56.0236173,0974 837110,,5.0,11,False,82,A,establishment|hair_care|health|point_of_interest
Rebelle Beauty Hairs & Nails,Peluqueria,Salon Uñas,Ciudad del Este,,"Pa'i Perez, Cd. del Este 100137, Paraguay",-25.5125764,-54.6122069,0984 810018,,4.5,19,False,82,A,establishment|hair_care|point_of_interest
"WalderMen PROTESIS CAPILAR, PELUQUÍN, CORTINAS",Peluqueria,General,Ciudad del Este,,"Avenida San Jose frente a, olier electrodomésticos, Cd. del Este 100164, Paraguay",-25.5122507,-54.6539177,0986 889019,,4.6,11,False,82,A,beauty_salon|establishment|point_of_interest
STUDIO WOMAN CDE,Peluqueria,General,Ciudad del Este,,"F99R+W77, Alejo García, Ciudad del Este 100139, Paraguay",-25.530219,-54.6093281,0973 652515,,4.6,16,False,82,A,establishment|hair_care|point_of_interest
Salón Arami,Salon de Belleza,General,Coronel Oviedo,Barrio Capitan Roa,"Maurico Jose Troche, Cnel. Oviedo 050101, Paraguay",-25.4359637,-56.4423992,0982 665063,,5.0,10,False,82,A,beauty_salon|establishment|hair_care|point_of_interest
La Pelu Querida,Peluqueria,General,Mariano Roque Alonso,Caacupe Mi,"Av. Gral. Eugenio Alejandrino Garay, Mariano Roque Alonso 111018, Paraguay",-25.2232708,-57.5407689,0972 375446,,4.8,10,False,82,A,beauty_salon|establishment|point_of_interest
Rachel Hair Stylist.. by Nails,Peluqueria,Salon Uñas,Asunción,,"Maximo Arellano &, Calle 14 7050, Asunción 001502, Paraguay",-25.2297743,-57.5622244,0971 220582,,4.9,10,False,82,A,beauty_salon|establishment|point_of_interest
La Pelu de Jessy,Peluqueria,General,Mariano Roque Alonso,,"QFHF+FVF, Capitán Hermosilla, Mariano Roque Alonso 111009, Paraguay",-25.2213183,-57.5252851,0971 728099,,4.9,13,False,82,A,beauty_salon|establishment|hair_care|point_of_interest
Emilse Segovia Coiffure,Peluqueria,General,San Bernardino,,"Ruta San Bernardino - Altos, San Bernardino 031602, Paraguay",-25.307008,-57.29813429999999,0981 617098,,4.6,16,False,82,A,establishment|hair_care|point_of_interest
Fresia Nails and Beauty Salon,Salon de Belleza,Salon Uñas,Areguá,,"Areguá 110102, Paraguay",-25.3148628,-57.3850679,0981 780133,,4.8,19,False,82,A,establishment|point_of_interest|spa
Alcides COIFFURE.,Peluqueria,General,Altos,,"Altos 030201, Paraguay",-25.2668485,-57.2538774,0981 204854,,4.9,18,False,82,A,establishment|hair_care|point_of_interest
Nanita's Hair & Nail Spa,Peluqueria,Spa,Fernando de la Mora,Fernando Zona Sur,"Soldado Ovelar 2327 c, Fernando de la Mora 110328, Paraguay",-25.3416669,-57.5748226,0983 911164,,5.0,14,False,82,A,beauty_salon|establishment|hair_care|point_of_interest
PELUQUERÍA Y BARBERÍA TORRES UNISEX,Peluqueria,General,Caaguazú,,"Dpto. N° 4 Barrio Centro Ciudad de Caaguazú Sobre la, entre la, Coronel Manuel A. Godoy y, Caaguazú 050208, Paraguay",-25.4632601,-56.017472,0973 912988,,5.0,19,False,82,A,establishment|hair_care|point_of_interest
Lili Peluquería,Peluqueria,General,San Lorenzo,,"MF3V+JRQ, San Lorenzo 111423, Paraguay",-25.3459095,-57.50538450000001,0982 251801,,4.9,15,False,82,A,beauty_salon|establishment|point_of_interest
Salón Armonía,Otros,General,Hohenau,,"6, Hohenau 071402, Paraguay",-27.0716089,-55.6379601,,,4.4,176,False,82,A,establishment|point_of_interest
Shopping Municipal,Otros,General,Pilar,,"4PQ2+R7P, Pilar 120106, Paraguay",-26.8604188,-58.29929349999999,,,4.1,142,False,82,A,establishment|food|grocery_or_supermarket|point_of_interest|store|supermarket
Emily &Viviana Coiffure /Maquillista,Salon de Belleza,General,Lambaré,,"M9CG+296, Lambaré 110705, Paraguay",-25.3299697,-57.62410310000001,0981 483392,,4.6,10,False,82,A,beauty_salon|establishment|point_of_interest
Ana Ayala Hair y Make'up,Peluqueria,General,Lambaré,,"M94J+P86, Av. Cacique Lambare, Lambaré 110723, Paraguay",-25.3432097,-57.61924859999999,(083) 944 001,,5.0,10,False,82,A,establishment|hair_care|health|point_of_interest
"Peluquería,barberia y estudio de tatuajes (C&C BarberShop (Alvaro_Godoy)",Peluqueria,General,San Bernardino,,"3290, San Bernardino 031601, Paraguay",-25.3043081,-57.29508689999999,0983 902744,,5.0,13,False,82,A,establishment|hair_care|health|point_of_interest
Salón de Belleza Maricel,Peluqueria,General,Piribebuy,,"Ruta Paraguari Entre Boquerón y, Lomas Valentinas, Piribebuy 031401, Paraguay",-25.4600151,-57.0443965,0981 361139,,4.5,16,False,82,A,establishment|hair_care|point_of_interest
"""LA PELU DE LIZ""",Peluqueria,General,Yaguarón,,"CPR7+H69, Bernardino Caballero, Yaguarón 091501, Paraguay",-25.5585775,-57.2869004,0972 177154,,4.9,15,False,82,A,establishment|hair_care|point_of_interest
Nath Nails Spa,Spa/Wellness,Spa,Ciudad del Este,,"Av Republica de Cuba, Cd. del Este 100124, Paraguay",-25.4895398,-54.6495354,0974 793560,,4.4,13,False,82,A,beauty_salon|establishment|point_of_interest
Salon ANGELICA HERMOSILLA,Salon de Belleza,General,Encarnación,,"1 cuadra del semáforo Frente a Odonto Excelence, Av. Victor Matiauda, Encarnación 6000, Paraguay",-27.3075964,-55.8732747,0992 986199,,4.7,15,False,82,A,establishment|hair_care|point_of_interest
Ade Gómez,Peluqueria,General,Encarnación,,"Lomas Valentinas, Encarnación 070111, Paraguay",-27.3294075,-55.8635785,0981 606849,,4.9,11,False,82,A,establishment|hair_care|point_of_interest
Peluquería DIDI unisex,Peluqueria,General,Pilar,,"Av Pilade Valoriani, Pilar 120101, Paraguay",-26.8409299,-58.2943386,0994 861211,,5.0,12,False,82,A,establishment|hair_care|point_of_interest
Divinas Py (Lambare),Salon de Belleza,General,Lambaré,,"Av. Médicos del Chaco 6229 casi, Lambaré 2420, Paraguay",-25.3332271,-57.6125658,0994 810406,,4.8,17,False,82,A,beauty_salon|establishment|point_of_interest
Norma Espinola-Beauty Salon,Salon de Belleza,General,Lambaré,,"Capitán Victor Islas 856 casi, Lambaré 110705, Paraguay",-25.3347513,-57.6223766,0972 145444,,4.8,18,False,82,A,establishment|hair_care|point_of_interest
Verde Manzana Coiffure By Sil Gonzalez,Peluqueria,General,Luque,,"Javier Bogarin 473, Luque 110930, Paraguay",-25.2743024,-57.4901114,0981 721419,,4.7,19,False,82,A,establishment|hair_care|point_of_interest
Peluquería San Juan,Peluqueria,General,Bella Vista Norte,,"VFJP+JFJ, Bella Vista Norte 130201, Paraguay",-22.1184151,-56.5138502,0975 829733,,4.9,19,False,82,A,establishment|hair_care|health|point_of_interest
Majo Estética y Cosméticos,Salon de Belleza,General,Minga Guazú,,"Padre Guido Coronel, Minga Guazú 101101, Paraguay",-25.4847031,-54.7676271,0973 540944,,5.0,10,False,82,A,beauty_salon|establishment|point_of_interest
Salón de Belleza Mirta,Peluqueria,General,Minga Guazú,,"G66J+W82, Las Mingueras, Minga Guazú 101101, Paraguay",-25.4877258,-54.7694293,0973 612945,,4.8,18,False,82,A,establishment|hair_care|point_of_interest
NoraMolinas_Belleza&Bienestar,Salon de Belleza,General,Encarnación,,"Unnamed Road, Encarnación 070127, Paraguay",-27.3725608,-55.8293005,0985 882945,,4.8,18,False,82,A,beauty_salon|establishment|hair_care|point_of_interest
Blacksia Studio,Salon de Belleza,General,Mariano Roque Alonso,,"Mcal. López 368 casi, Mariano Roque Alonso 111009, Paraguay",-25.2169113,-57.52353919999999,0982 684008,,5.0,10,False,82,A,beauty_salon|establishment|point_of_interest
Viviana Multitendas,Otros,General,Hernandarias,,"Juan B. Flores, Hernandarias 100508, Paraguay",-25.4042522,-54.6409415,0993 287330,http://www.facebook.com/vivianamultitiendas,4.3,153,True,82,A,establishment|point_of_interest|shopping_mall
Bonita Express Salón de Belleza,Peluqueria,General,Asunción,,"Teniente, Tte. 1ro. Julián A. Riquelme casi, Asunción 1312, Paraguay",-25.3107819,-57.600674,0982 620611,,5.0,10,False,82,A,establishment|hair_care|point_of_interest
Gimnasio Ayax,Gimnasio/Fitness,Gimnasio,San Ignacio Guazú,,"PY01, San Ignacio Guazú 080301, Paraguay",-26.8831253,-57.0132305,0782 233 166,,4.4,14,False,82,A,establishment|gym|health|point_of_interest
Splendid Beauty Salón,Salon de Belleza,General,Lambaré,,"Av. Bruno Guggiari 1058 Casi, Lambaré 2024, Paraguay",-25.3307566,-57.6192302,0974 805579,,5.0,13,False,82,A,beauty_salon|clothing_store|establishment|point_of_interest|store
"""Sarita Beauty Salon""",Salon de Belleza,General,Ayolas,,"Unnamed Road, Ayolas 080204, Paraguay",-27.399235,-56.8615359,0976 807127,,4.5,16,False,82,A,establishment|hair_care|point_of_interest
Natha Fernandez,Salon de Belleza,General,Ayolas,,"Ayolas 080202, Paraguay",-27.3864987,-56.8493816,0975 682762,,4.6,13,False,82,A,beauty_salon|establishment|point_of_interest
Sandra Rodríguez Studio,Peluqueria,General,Itauguá,,"Unnamed Road, HMXC+778, Itauguá 110608, Paraguay",-25.4018261,-57.32929789999999,0984 928894,,4.9,19,False,82,A,establishment|hair_care|point_of_interest
Peluquería Yuli Unisex,Peluqueria,General,Presidente Franco,,"10 100210, Pdte. Franco 7700, Paraguay",-25.5509775,-54.63115699999999,0973 591752,,5.0,11,False,82,A,establishment|hair_care|point_of_interest
Studio 23 Hair y makeup,Peluqueria,General,Itauguá,,"Calle Emiliano R Fernández entre Eligio Ayala y, Felix de Azara, Itauguá 110607, Paraguay",-25.3922123,-57.3316671,0976 198434,,4.6,10,False,82,A,establishment|hair_care|point_of_interest
Shirley Baez Centro de Belleza,Salon de Belleza,General,Lambaré,,"Florentín Oviedo esq, Lambaré 110722, Paraguay",-25.3487086,-57.6167032,0981 256375,,5.0,18,False,82,A,establishment|hair_care|point_of_interest
Ponte Bonita,Salon de Belleza,General,Capiatá,,"En frente de la capilla, Amistad casi, Capiatá 110201, Paraguay",-25.366229,-57.4512942,0984 147789,,5.0,13,False,82,A,beauty_salon|establishment|point_of_interest
SACHE BEAUTY,Salon de Belleza,General,Caaguazú,,"GXFJ+VW6, Coronel Manuel A. Godoy, Caaguazú 050215, Paraguay",-25.4753481,-56.0177196,0971 414693,,4.9,15,False,82,A,beauty_salon|establishment|point_of_interest
Peluquería LB,Peluqueria,General,San Lorenzo,,"Los Algarrobos, San Lorenzo 111405, Paraguay",-25.3134857,-57.51609119999999,0981 981765,,5.0,18,False,82,A,establishment|hair_care|point_of_interest
Bibiane manicure,Salon de Belleza,General,Santa Rita,,"Acosta Ñu, Santa Rita 101302, Paraguay",-25.8006432,-55.0903053,0986 390504,,4.5,11,False,82,A,beauty_salon|establishment|point_of_interest
TOMODASHI'S COIFFURE,Peluqueria,General,San Estanislao,,"8HQ4+H49, Cristobal Colón, San Estanislao 020803, Paraguay",-24.6610838,-56.444654,0992 597529,,4.8,16,False,82,A,establishment|hair_care|point_of_interest
Salón de belleza Viviana,Peluqueria,General,Ñemby,,"Bernardino Caballero &, JF35+W94, Primer Presidente- Desvío a San Antonio, Ñemby 111207, Paraguay",-25.3952455,-57.5415544,0981 352084,,4.9,10,False,82,A,establishment|hair_care|point_of_interest
S&M CENTRO DE BELLEZA,Salon de Belleza,General,Coronel Bogado,,"RQJ8+CM4, Tacuary, Cnel. Bogado 070803, Paraguay",-27.1689901,-56.2332879,0975 831093,,5.0,16,False,82,A,establishment|point_of_interest|spa
Salón Báez,Peluqueria,General,Fernando de la Mora,,"Guaraní esquina, Fernando de la Mora 110303, Paraguay",-25.3065675,-57.52952779999999,0971 666616,,5.0,13,False,82,A,establishment|hair_care|point_of_interest
Beauty Queens ( Centro de Belleza ) Ñemby.,Salon de Belleza,General,Ñemby,,"Ñemby 111216, Paraguay",-25.397231,-57.54396819999999,0971 999395,,4.9,18,False,82,A,establishment|hair_care|point_of_interest
"Peluqueria ""solis""",Peluqueria,General,Asunción,,"Asunción 001532, Paraguay",-25.2606792,-57.5813442,0985 850376,,5.0,16,False,82,A,establishment|hair_care|point_of_interest
Gimnasio Hermandad,Gimnasio/Fitness,Gimnasio,Villa Hayes,,"Mujer Paraguaya, Villa Hayes 150404, Paraguay",-25.098975,-57.5291077,0971 765442,,4.1,11,False,82,A,establishment|gym|health|point_of_interest
Yinde Glam,Salon de Belleza,General,Asunción,,"Carlos Alberto Gómez, Asunción 001519, Paraguay",-25.2572677,-57.5710717,0982 288191,,5.0,12,False,82,A,beauty_salon|establishment|point_of_interest
Mburukuja Belleza Guaraní,Peluqueria,General,Asunción,,"Santa Lucía &, Cesar Lopez Moreira, Asunción 001527, Paraguay",-25.2782983,-57.56827449999999,0985 416666,,4.8,12,False,82,A,establishment|hair_care|point_of_interest
JR CENTRO DE ESTÉTICA,Salon de Belleza,General,Guarambaré,,"Vicente Ignacio Iturbe 583, Guarambaré 110403, Paraguay",-25.4929586,-57.453855,0994 221567,,5.0,15,False,82,A,beauty_salon|establishment|point_of_interest|spa
Pestañarte,Salon de Belleza,General,Capiatá,,"16, Capiatá 2610, Paraguay",-25.3574926,-57.4406147,0991 662671,,4.7,12,False,82,A,beauty_salon|establishment|point_of_interest
Benja_barbeer_style,Salon de Belleza,General,Encarnación,,"25 de Mayo, Encarnación 070117, Paraguay",-27.3293912,-55.8689293,0983 545282,,5.0,10,False,82,A,beauty_salon|establishment|hair_care|health|point_of_interest
Mozzafiato Hair Club,Peluqueria,General,Eusebio Ayala,,"Eusebio Ayala, 0307, Paraguay",-25.3791889,-56.9641965,0985 959460,,5.0,14,False,82,A,establishment|hair_care|point_of_interest
CHEPORÃ MULTIMARCAS & PELUQUERIA,Peluqueria,General,Asunción,,"Tte. Jose Felix Lopez 905 y, Asunción 001428, Paraguay",-25.3275316,-57.5749505,0992 819715,,4.9,19,False,82,A,clothing_store|establishment|point_of_interest|store
Spa Cris,Spa/Wellness,Spa,Fernando de la Mora,Fernando Zona Sur,"MF52+3XF, Fernando de la Mora 110315, Paraguay",-25.3423236,-57.5475857,0982 313498,,4.3,12,False,82,A,establishment|point_of_interest|spa
