name,vertical,category,city,address,lat,lng,phone,website,rating,total_reviews,has_website,types
Dental Protection Center,dentists,health-wellness,Dr. Pedro,"Dr. Pedro, Pedro Peña 7185, Asunción 001417, Paraguay",-25.306720799999997,-57.559227299999996,+595 981 600044,http://protectiondentalcenter.net/,4.9,212,True,Dental clinic
Centro de Especialidades Odontológicas San Jorge,dentists,health-wellness,De 2214,"De 2214, Asunción 001426, Paraguay",-25.3213993,-57.578620799999996,+595 983 273593,https://www.ceosanjorge.com/,4.6,30,True,Dental clinic
Asuncion Dental Clinic,dentists,health-wellness,Pacheco,"Pacheco, Av. Choferes Del Chaco 775, Asunción 1412, Paraguay",-25.295669999999998,-57.592411999999996,+595 984 536880,,4.8,38,False,Dental clinic
Santé Dental Clinic,dentists,health-wellness,Mcal. Estigarribia 1458,"Mcal. Estigarribia 1458, Asunción 001218, Paraguay",-25.2903922,-57.6205662,+595 982 461300,,4.5,40,False,Doctor
Clínica Santa Inés,dentists,health-wellness,Eligio Ayala 1180,"Eligio Ayala 1180, Asunción 001218, Paraguay",-25.2879079,-57.623346299999994,+595 982 100447,https://www.instagram.com/clinicasantaines/,4.3,20,True,Dental clinic
OdontoGroup,dentists,health-wellness,Av. Dr. José Gaspar Rodriguez de Francia 1851,"Av. Dr. José Gaspar Rodriguez de Francia 1851, Asunción 1223, Paraguay",-25.301039199999998,-57.6213899,+595 981 221301,https://odontogroup.net/,4.4,60,True,Dental clinic
Centro Odontológico Victoria,dentists,health-wellness,Cap. Aparicio Figari 1244,"Cap. Aparicio Figari 1244, Asunción 001011, Paraguay",-25.297367599999998,-57.6288122,+595 981 654084,http://www.covi.com.py/,4.9,31,True,Dental clinic
Faculty of Dentistry A,dentists,health-wellness,Av. España,"Av. España, Asunción 001218, Paraguay",-25.2854375,-57.621712099999996,+595 985 485299,http://www.odo.una.py/,4.8,183,True,Academic department
Godent Odontología,dentists,health-wellness,Paso De Patria 2185,"Paso De Patria 2185, Asunción 001425, Paraguay",-25.318330099999997,-57.5909756,+595 992 447500,https://godent.com.py/,5,22,True,Dentist
OdontoArte - CLINICA ODONTOLOGICA,dentists,health-wellness,Gral. MacArthur 232,"Gral. MacArthur 232, Asunción 001412, Paraguay",-25.292429,-57.5868815,+595 971 212184,http://www.odontoarte.com.py/,4.9,66,True,Dental clinic
Delica Dental Clinic - DDC,dentists,health-wellness,Fray Luis de Granada 492 casi,"Fray Luis de Granada 492 casi, Asunción 001207, Paraguay",-25.284114199999998,-57.5977379,+595 985 391551,http://delica.com.py/,4.9,104,True,Dental clinic
𝗏𝗂𝖽𝖺𝗱𝗲𝗻𝘁𝗮𝗹,dentists,health-wellness,M9RM+8R8,"M9RM+8R8, Av. Dr. Fernando de la Mora 138 casi, Asunción 001311, Paraguay",-25.309198199999997,-57.615420699999994,+595 991 707289,https://wa.me/595991707289,4.9,66,True,Dentist
Consultorio Dra. Malu Sosa Plate - Odonto ML,dentists,health-wellness,Av. Gral. Bernardino Caballero 729,"Av. Gral. Bernardino Caballero 729, Asunción 001228, Paraguay",-25.2999016,-57.608588,+595 981 335213,https://www.instagram.com/odontoml/,5,54,True,Dental clinic
Consultorio Odontológico Dra. Lilian Rodas,dentists,health-wellness,Músicos del Chaco casi,"Músicos del Chaco casi, Asunción 1854, Paraguay",-25.3173133,-57.561347299999994,+595 982 119132,,4.9,29,False,Dentist
Moreira Odontología Digital,dentists,health-wellness,Paseo La Galería Local 148,"Paseo La Galería Local 148, Av. Sta. Teresa 1827, Asunción 001410, Paraguay",-25.2852771,-57.563072,+595 986 605580,http://moreira.com.py/,4.8,69,True,Dentist
Ortodoncia Dr.Khaled Dental Studio,dentists,health-wellness,Radio Operadores del Chaco &,"Radio Operadores del Chaco &, Herminio Giménez, Asunción, Paraguay",-25.3042066,-57.5986858,+595 984 815302,http://instagram.com/ortodonciadr.khaled/,4.9,135,True,Dental clinic
San Lorenzo clinical Odontoandrauss,dentists,health-wellness,Julian,"Julian, Julia Miranda Cueto Esquina, San Lorenzo 111423, Paraguay",-25.3421128,-57.5046865,+595 982 189100,http://www.odontoandrauss.com.py/,4.9,131,True,Dental clinic
Clínica Odonto Care - Implantes y Estética Dental en CDE,dentists,health-wellness,Av. San Blás,"Av. San Blás, Cd. del Este 7000, Paraguay",-25.509622,-54.628330299999995,+595 985 340802,https://odontocarepy.com/,4.9,154,True,Dentist
ZALE ESTÉTICA DENTAL,dentists,health-wellness,Pedro Getto casi,"Pedro Getto casi, Fernando de la Mora 110308, Paraguay",-25.3191746,-57.5574618,+595 982 113760,https://www.esteticadental.com.py/,4.7,72,True,Dental clinic
M&M Odontoclinica,dentists,health-wellness,Azara 195,"Azara 195, Luque 110921, Paraguay",-25.2664796,-57.4866098,+595 974 751309,,4.8,247,False,Dental clinic
DENTAL PARAGUAY S.A.,dentists,health-wellness,Fulgencio Yegros,"Fulgencio Yegros, &, Luque, Paraguay",-25.265543299999997,-57.4903148,+595 971 509869,https://dentalparaguay.com.py/,3.4,15,True,Dental clinic
Clinica Dental Chen,dentists,health-wellness,Dr. Carlos Centurion,"Dr. Carlos Centurion, &, Asunción, Paraguay",-25.3116159,-57.5974991,+595 986 283661,,4.9,14,False,Doctor
Clínica Integral Andrade,dentists,health-wellness,Gomez De Castro 230,"Gomez De Castro 230, Asunción 001411, Paraguay",-25.289749999999998,-57.586068,+595 991 676368,,4.8,23,False,Dental clinic
Dra. Natalia Zavala | Odontología Biológica Asunción,dentists,health-wellness,Augusto Roa Bastos,"Augusto Roa Bastos, Asunción 001530, Paraguay",-25.2838565,-57.580632099999995,+595 981 926300,https://dranataliazavalabi.wixsite.com/natalia-zavala---sal,5,12,True,Dental clinic
CREB Clinica Dental,dentists,health-wellness,Capitan Juan Valeriano Zeballos 1826,"Capitan Juan Valeriano Zeballos 1826, entre Jose Marti y, Asunción, Paraguay",-25.3092498,-57.5863075,+595 981 975776,,4.7,66,False,Dental clinic
Clinica Elgue,dentists,health-wellness,Sta. Rosa 944,"Sta. Rosa 944, Asunción 001535, Paraguay",-25.282557699999998,-57.590213,+595 971 999888,http://www.elgue.com/,4.8,76,True,Dental clinic
Consultorio Dental Zimerliz,dentists,health-wellness,Teniente López,"Teniente López, Asunción 000347, Paraguay",-25.307117899999998,-57.5588598,+595 986 438046,https://consultoriozimerliz.com/,5,47,True,Dental clinic
Clinica Zanon,dentists,health-wellness,General Santos,"General Santos, Serrati 420, Asunción, Paraguay",-25.289369699999998,-57.609880999999994,+595 981 858199,https://zanon.com.py/,4.7,30,True,Dentist
CLIDENT - Clínica Dental,dentists,health-wellness,Av. José Felix Bogado 1253,"Av. José Felix Bogado 1253, Asunción 001222, Paraguay",-25.305604199999998,-57.631611199999995,+595 21 211 701,,5,7,False,Doctor
Quality Dental Clinic,dentists,health-wellness,Asunción 001408,"Asunción 001408, Paraguay",-25.2925424,-57.5687563,+595 21 606 378,,4.8,17,False,Dental clinic
Seguridad Seguros,insurance,finance-insurance,Av. Mariscal López 793,"Av. Mariscal López 793, Asunción 001209, Paraguay",-25.290696699999998,-57.616294599999996,+595 21 249 1000,http://www.seguridadseguros.com.py/,3.5,765,True,Insurance company
La Consolidada S.A. - Casa Matriz,insurance,finance-insurance,Av. Aviadores del Chaco 1669,"Av. Aviadores del Chaco 1669, Asunción 1771, Paraguay",-25.2856091,-57.570484,+595 21 619 1000,,4,349,False,Insurance agency
La Consolidada de Seguros,insurance,finance-insurance,Santisimo Sacramento 390,"Santisimo Sacramento 390, Asunción 001411, Paraguay",-25.2880134,-57.588805799999996,+595 21 619 1000,,4.1,542,False,Insurance agency
Patria S.A. de Seguros,insurance,finance-insurance,R.I.18 Pitiantuta 383,"R.I.18 Pitiantuta 383, Asunción 001417, Paraguay",-25.304427999999998,-57.5638303,+595 21 225 250,https://www.segurospatria.com.py/,3.6,228,True,Insurance agency
AESA SEGUROS,insurance,finance-insurance,Av. República Argentina 778,"Av. República Argentina 778, Asunción 001412, Paraguay",-25.3002462,-57.580364599999996,+595 21 616 5000,https://www.aesaseguros.com.py/,4.3,1218,True,Insurance agency
La Paraguaya S.A. de Seguros y Reaseguros,insurance,finance-insurance,e/ España y De la Residenta,"e/ España y De la Residenta, Washington 460, Asunción, Paraguay",-25.2875536,-57.614623699999996,+595 21 230 028,http://www.laparaguaya.com.py/,4.3,84,True,Insurance agency
Sancor Seguros del Paraguay S.A.,insurance,finance-insurance,San Juan XXIII,"San Juan XXIII, Asunción 001527, Paraguay",-25.2818068,-57.5640937,+595 21 620 8000,,4.1,139,False,Corporate office
Fénix SA de Seguros - Asunción,insurance,finance-insurance,Av. Aviadores del Chaco,"Av. Aviadores del Chaco, Asunción 001529, Paraguay",-25.2832945,-57.564693399999996,+595 21 729 4848,https://fenixseguros.com.py/,3.8,310,True,Insurance company
Central Seguros,insurance,finance-insurance,Av. Aviadores del Chaco 2408,"Av. Aviadores del Chaco 2408, Asunción 1802, Paraguay",-25.2832826,-57.5628898,+595 972 236236,http://www.centralseguros.com.py/,4,151,True,Insurance company
Panal Seguros S.A. - Matriz,insurance,finance-insurance,Ave. Dr. Guido Boggiani - Ciclovia,"Ave. Dr. Guido Boggiani - Ciclovia, Asunción 001416, Paraguay",-25.2975027,-57.5764095,+595 21 439 1000,http://www.panalseguros.com.py/,4.3,206,True,Insurance company
Royal Seguros SA,insurance,finance-insurance,Dr. Francisco Morra 595,"Dr. Francisco Morra 595, Asunción 001411, Paraguay",-25.2902173,-57.5764557,+595 21 609 800,https://www.royalseguros.com.py/,4.2,353,True,Insurance agency
El Productor S.A. seguros,insurance,finance-insurance,Independencia Nacional 811 &,"Independencia Nacional 811 &, Asunción 001101, Paraguay",-25.286541,-57.6362062,+595 21 448 620,http://www.elproductor.com.py/,4.1,181,True,Insurance company
Aseguradora Yacyreta S.A.,insurance,finance-insurance,Av. Aviadores del Chaco 1690 esq,"Av. Aviadores del Chaco 1690 esq, Asunción 001410, Paraguay",-25.2857864,-57.569688,+595 21 617 8000,http://www.yacyreta.com.py/,4.2,457,True,Insurance agency
Río Seguros S.A,insurance,finance-insurance,San Juan XXIII esquina,"San Juan XXIII esquina, Asunción 001527, Paraguay",-25.281360499999998,-57.5620805,+595 21 416 3900,https://www.rioseguros.com.py/,3.7,167,True,Insurance agency
La Independencia de Seguros S.A.,insurance,finance-insurance,Juan E. O'Leary 409,"Juan E. O'Leary 409, Asunción 1012, Paraguay",-25.280842399999997,-57.6390305,+595 21 447 021,https://www.laindependencia.com.py/,3.8,228,True,Insurance agency
Aseguradora Tajy - Casa Matriz,insurance,finance-insurance,Av. República Argentina esq,"Av. República Argentina esq, Asunción 001421, Paraguay",-25.310368999999998,-57.5863686,+595 21 689 1000,https://www.tajy.com.py/,4.2,467,True,Insurance company
La Agrícola de Seguros,insurance,finance-insurance,Av. Mariscal López 5377,"Av. Mariscal López 5377, Asunción 001406, Paraguay",-25.302310499999997,-57.5621313,+595 21 609 509,http://www.seguroslaagricola.com.py/,4.3,186,True,Insurance agency
Rumbos S.A. de Seguros - Casa Matriz,insurance,finance-insurance,Estrella 851,"Estrella 851, Asunción 001012, Paraguay",-25.2800098,-57.6401323,+595 21 449 488,http://www.rumbos.com.py/,4.2,557,True,Insurance agency
SEGUROS SEGESA Casa Central,insurance,finance-insurance,Edificio SEGESA,"Edificio SEGESA, Oliva 393, Asunción 1221, Paraguay",-25.2829667,-57.6367774,+595 21 660 200,http://www.segurossegesa.com.py/,4.5,56,True,Insurance agency
LA RURAL SEGUROS | CASA MATRIZ,insurance,finance-insurance,Av. República Argentina 940,"Av. República Argentina 940, Asunción 001413, Paraguay",-25.301792199999998,-57.5816325,+595 21 617 4000,http://www.larural.com.py/,3.5,728,True,Insurance agency
Covering Corredores de Seguros - Asunción,insurance,finance-insurance,Av. República Argentina,"Av. República Argentina, Asunción 001422, Paraguay",-25.3136643,-57.588584499999996,+595 21 569 7950,http://www.covering.com.py/,4.7,39,True,Insurance broker
ACS SA,insurance,finance-insurance,Av. Eusebio Ayala 1276,"Av. Eusebio Ayala 1276, Asunción 001235, Paraguay",-25.304142,-57.6106689,,,4.9,10,False,Insurance broker
CGS CORREDORES GENERALES DE SEGUROS S.A,insurance,finance-insurance,PC9R+X2G,"PC9R+X2G, 34 Curuguateños, Asunción 001526, Paraguay",-25.2800744,-57.5599218,+595 21 225 722,,4.9,8,False,Auto insurance agency
MGT S.A. Seguros y Garantias,insurance,finance-insurance,PC9Q+683,"PC9Q+683, Piso 14, Av. Aviadores del Chaco, Asunción 001527, Paraguay",-25.281995799999997,-57.5617051,+595 21 609 500,,4.8,12,False,Insurance broker
BPS Corredora de Seguros S.A,insurance,finance-insurance,Av. Aviadores del Chaco 2050,"Av. Aviadores del Chaco 2050, Asunción 001410, Paraguay",-25.2848372,-57.567366,+595 21 338 9267,http://www.bps.com.py/,4.8,4,True,Insurance broker
Grupo Coasegurador RC Carretero Internacional,insurance,finance-insurance,Lugano 627,"Lugano 627, Asunción 001014, Paraguay",-25.2893288,-57.644041699999995,+595 986 904267,http://www.gruporc.com.py/,4.2,89,True,Insurance agency
PROVIDENZA Corredores y Consultores de Seguros,insurance,finance-insurance,Prof. Francisco Chávez 156 esq,"Prof. Francisco Chávez 156 esq, Asunción 001530, Paraguay",-25.2847926,-57.5873597,+595 981 528156,http://www.providenza.com.py/,4,4,True,Insurance broker
INBROKER,insurance,finance-insurance,PC66+M92,"PC66+M92, Asunción 001411, Paraguay",-25.288366699999997,-57.5891132,+595 21 609 026,,5,1,False,Corporate office
Más Seguros - Corredores & Asesores,insurance,finance-insurance,PC22+24H,"PC22+24H, 25 de Mayo 3722 y Gaudioso Nuñez, Barrio Mburicao, Asunción 001229, Paraguay",-25.299928899999998,-57.5996465,+595 21 327 4988,http://www.masseguros.com.py/,5,2,True,Auto insurance agency
GLOBAL BROKER Corredora de Seguros,insurance,finance-insurance,Sucre 2527,"Sucre 2527, Asunción 001407, Paraguay",-25.2934079,-57.563390999999996,+595 985 726641,,5,2,False,Insurance broker
Corredora,insurance,finance-insurance,PF22+VPX,"PF22+VPX, Virgen de Caacupe, Asunción 001404, Paraguay",-25.2977545,-57.5481475,,,,0,False,Insurance broker
AIB Seguros,insurance,finance-insurance,Av. Dr. Guido Boggiani,"Av. Dr. Guido Boggiani, Asunción 001416, Paraguay",-25.2984473,-57.575145,+595 21 211 513,http://www.aib.com.py/,4.2,20,True,Insurance broker
Broker Codas Seguros,insurance,finance-insurance,O'higgins 979 casi,"O'higgins 979 casi, Asunción 001409, Paraguay",-25.2866407,-57.573119399999996,+595 981 191773,https://www.brokercodas.com.py/,4.5,18,True,Insurance agency
SEGURA ASESORES DE SEGUROS,insurance,finance-insurance,Av. Médicos del Chaco 3043,"Av. Médicos del Chaco 3043, Asunción 001423, Paraguay",-25.319861099999997,-57.5994761,+595 974 141633,,5,2,False,Insurance broker
"Dr. Carlos Escauriza Benítez, Abogado",lawyers,b2b-professional,Mariano Roque Alonso CASI,"Mariano Roque Alonso CASI, Asunción 001004, Paraguay",-25.287561399999998,-57.654322699999994,+595 983 214530,https://carlosescaurizabenitez.com/,4.8,54,True,Attorney
Peroni Sosa Tellechea Burt & Narvaja,lawyers,b2b-professional,Dr. Juan Eulogio Estigarribia 4846 esq,"Dr. Juan Eulogio Estigarribia 4846 esq, Asunción 1892, Paraguay",-25.2948023,-57.583519499999994,+595 21 319 9000,http://www.pstbn.com.py/,4.7,56,True,Attorney
Estudio Jurídico Riera Abogados,lawyers,b2b-professional,Iturbe 869,"Iturbe 869, Asunción 001101, Paraguay",-25.2880684,-57.6349988,+595 21 444 789,https://www.estudioriera.com.py/,4.6,46,True,Legal services
Tuma Legal Group,lawyers,b2b-professional,Iturbe 675,"Iturbe 675, Asunción 001101, Paraguay",-25.286078699999997,-57.633689999999994,+595 21 441 176,http://www.estudiotuma.com.py/,4.8,97,True,Law firm
Olmedo Abogados,lawyers,b2b-professional,Av. Perú,"Av. Perú, Asunción 001209, Paraguay",-25.2861327,-57.616605899999996,+595 21 207 185,http://www.olmedo.com.py/,4.6,59,True,Law firm
Bernis Abogados,lawyers,b2b-professional,Milano,"Milano, Asunción 001102, Paraguay",-25.291583499999998,-57.6415608,+595 981 149854,,4.8,118,False,Law firm
Moreno Ruffinelli & Asociados,lawyers,b2b-professional,Av. Perú 1044,"Av. Perú 1044, Asunción 2437, Paraguay",-25.280857299999997,-57.6157768,+595 21 214 688,,4.8,24,False,Attorney
Vouga Abogados,lawyers,b2b-professional,Juan de Salazar y Espinoza 657,"Juan de Salazar y Espinoza 657, Asunción 001210, Paraguay",-25.2848051,-57.6154733,+595 21 202 049,https://www.vouga.com.py/,4.3,53,True,Law firm
Zacarias & Fernandez,lawyers,b2b-professional,Tte. Buongermini 1174,"Tte. Buongermini 1174, Asunción 1209, Paraguay",-25.2843911,-57.6498485,+595 21 425 120,http://www.zafer.com.py/,4.7,25,True,Legal services
Villamayor Abogados,lawyers,b2b-professional,Cerro Corá 1048,"Cerro Corá 1048, Asunción 001220, Paraguay",-25.2888605,-57.626410199999995,+595 981 290835,,5,127,False,Legal services
Livieres Guggiari,lawyers,b2b-professional,Pitiantuta 640,"Pitiantuta 640, Asunción 001208, Paraguay",-25.286470299999998,-57.605131099999994,+595 21 221 478,http://www.livieresg.com.py/,4.6,56,True,Barrister
Paixao & Asociados.,lawyers,b2b-professional,Rafael Barret 5691,"Rafael Barret 5691, Asunción 001420, Paraguay",-25.3110651,-57.580650999999996,+595 981 998336,https://paixao-asociados.com/,5,24,True,Attorney
Abogalexus,lawyers,b2b-professional,Testanova casi,"Testanova casi, Asunción 001004, Paraguay",-25.287231199999997,-57.654945299999994,+595 983 214530,https://abogalexus.com/,5,4,True,Attorney
Estudio Juridico Recalde D'Andrea,lawyers,b2b-professional,Av. Aviadores del Chaco 3100,"Av. Aviadores del Chaco 3100, Asunción 1725, Paraguay",-25.278823199999998,-57.555865,+595 21 664 179,http://www.recalde-dandrea.com.py/,4.4,25,True,Law firm
Saguier Abente Law Firm,lawyers,b2b-professional,Fray Luis de León Nº239 esq. Diego de,"Fray Luis de León Nº239 esq. Diego de, Velazquez, Asunción 2785, Paraguay",-25.2850346,-57.599615099999994,+595 21 221 836,http://www.saguierabente.com/,4.8,23,True,Law firm
"Palacios, Prono & Talavera Abogados",lawyers,b2b-professional,Asunción,"988, Asunción, Paraguay, José Berges, Asunción, Paraguay",-25.287848699999998,-57.617611,+595 21 228 950,,4.8,20,False,Law firm
RMG Abogados,lawyers,b2b-professional,Narciso López 792,"Narciso López 792, Esquina Cuba, Asunción 1151, Paraguay",-25.2926286,-57.6531604,+595 981 420441,http://www.rmg.com.py/,4.8,26,True,Legal services
Estudio Jurídico Gross Brown,lawyers,b2b-professional,Benjamin Constant 624,"Benjamin Constant 624, Asunción 001013, Paraguay",-25.2793896,-57.636804899999994,+595 21 444 426,https://www.grossbrown.com.py/,4.7,41,True,Paralegal services provider
"Turbaux, Fuchs, Zorraquín, Abogados",lawyers,b2b-professional,Capitan Herminio Maldonado N° 844,"Capitan Herminio Maldonado N° 844, Asunción 001407, Paraguay",-25.2929803,-57.5649021,+595 981 619000,http://www.estudiotfz.com/,4.9,30,True,Legal services
"GHP Abogados / Lawyers, Guanes, Heisecke & Piera",lawyers,b2b-professional,Dr. Ricardo Brugada 196,"Dr. Ricardo Brugada 196, Asunción 001207, Paraguay",-25.287275599999997,-57.600808699999995,+595 971 780640,https://www.ghp.com.py/,4.8,34,True,Law firm
Estudio Juridico Asuncion - EJA,lawyers,b2b-professional,P957+9PX,"P957+9PX, Asunción 001103, Paraguay",-25.291518699999997,-57.6356319,+595 21 498 637,,3.8,19,False,Legal services
Estudio Jurídico LEGALS,lawyers,b2b-professional,Dr. Juan Eulogio Estigarribia 4670,"Dr. Juan Eulogio Estigarribia 4670, Asunción 001412, Paraguay",-25.2942055,-57.5847352,+595 21 615 2356,http://www.legals.com.py/,4.8,23,True,Law firm
Estudio Jurídico GM (Abogados Bruno González y Fátima Mercado),lawyers,b2b-professional,Mayor José Lamas Carisimo 856,"Mayor José Lamas Carisimo 856, Asunción 1702, Paraguay",-25.310784599999998,-57.5636114,+595 991 516714,http://estudio-juridico-g-m.webnode.es/,4.4,38,True,Legal services
Asesoria Legal Del Este,lawyers,b2b-professional,Abdon Palacios,"Abdon Palacios, Cd. del Este 7000, Paraguay",-25.5090655,-54.6236262,+595 61 502 581,http://www.asesorialegaldeleste.com/,4.8,5,True,Business attorney
Amarilla Abogados Estudio,lawyers,b2b-professional,Monseñor Hernando de Trejo y Sanabria 1446,"Monseñor Hernando de Trejo y Sanabria 1446, Asunción 001006, Paraguay",-25.291115899999998,-57.664561899999995,+595 21 423 510,https://amarillaabogados.com.py/,4.8,24,True,Law firm
Lawyers Fuster study,lawyers,b2b-professional,Piribebuy 1035 entre Colón y Hernandarias,"Piribebuy 1035 entre Colón y Hernandarias, Asunción 1131, Paraguay",-25.283040099999997,-57.645182399999996,+595 976 684476,http://www.estudiofuster.com.py/,4.5,31,True,Law firm
Parquet & Asociados,lawyers,b2b-professional,Santisimo Sacramento 1026,"Santisimo Sacramento 1026, Asunción 001530, Paraguay",-25.281544399999998,-57.586982,+595 21 200 255,https://www.parquet.com.py/,4.1,15,True,Law firm
Estudio Juridico Hernandarias,lawyers,b2b-professional,Hernandarias 730,"Hernandarias 730, Asunción 001010, Paraguay",-25.2807624,-57.6447838,+595 21 490 268,,4.7,11,False,Law firm
Estudio Beconi SA,lawyers,b2b-professional,Ayolas 102 y,"Ayolas 102 y, Asunción 1206, Paraguay",-25.2775268,-57.63823,+595 21 492 836,http://www.estudiobeconi.com/,4.7,27,True,Law firm
Barriocanal Abogados - Estudio Jurídico,lawyers,b2b-professional,"Edif. ex ""Banco do Brasil","Edif. ex ""Banco do Brasil, Ntra. Sra. de la Asunción. 540, entre Oliva y, Asunción, Paraguay",-25.2838527,-57.635601699999995,+595 21 440 911,http://www.barriocanal.com.py/v1,4.9,12,True,Law firm
Elice Digital,marketing_agencies,technology-digital,Gral. Caballero 112,"Gral. Caballero 112, Fernando de la Mora 2300, Paraguay",-25.3113548,-57.552265299999995,+595 981 133051,http://www.elicedigital.com/,4.9,109,True,Marketing agency
Designerlo - Marketing Digital,marketing_agencies,technology-digital,Tte. Centeno,"Tte. Centeno, Fernando de la Mora 2300, Paraguay",-25.3175501,-57.5357534,+595 992 909464,https://designerlo.com/,4.7,129,True,Marketing agency
Nexo Digital,marketing_agencies,technology-digital,Mcal. López,"Mcal. López, Atyrá 3040, Paraguay",-25.2805288,-57.1748166,+595 991 297083,https://nexodigital.com.py/,5,139,True,Marketing agency
Yeah! S.A. Agencia Creativa & Lab Digital,marketing_agencies,technology-digital,Doctor Eduardo López Moreira 5286,"Doctor Eduardo López Moreira 5286, Cruz del Defensor, Asunción 1209, Paraguay",-25.301284499999998,-57.5822876,+595 21 662 878,https://www.yeah.com.py/,4.1,21,True,Marketing agency
Agencia de Marketing y Publicidad - CDEonline,marketing_agencies,technology-digital,Av. San José,"Av. San José, Cd. del Este 7700, Paraguay",-25.5041075,-54.6568088,+595 973 183076,http://www.cdeonline.com.py/,4.9,23,True,Marketing agency
Prana,marketing_agencies,technology-digital,José A. Moreno González 1250,"José A. Moreno González 1250, Asunción 001528, Paraguay",-25.2763848,-57.5729153,+595 21 660 538,https://www.prana.com.py/,4.6,58,True,Advertising agency
Creative Hub,marketing_agencies,technology-digital,Edificio Sky Park,"Edificio Sky Park, San Juan XXIII, Asunción 001527, Paraguay",-25.281661,-57.5622635,+595 981 746445,https://www.creativehub.com.py/,5,56,True,Marketing agency
Dúo Agencia de Marketing,marketing_agencies,technology-digital,Mayor Joel Estigarribia,"Mayor Joel Estigarribia, Asunción 1522, Paraguay",-25.2978705,-57.5474533,+595 995 628017,https://duo.com.py/,5,14,True,Marketing agency
Latamclick,marketing_agencies,technology-digital,,,-22.703777,-68.06525479999999,,https://www.latamclick.com/,4.8,36,True,Advertising agency
Agencia Lupe,marketing_agencies,technology-digital,Paraguari 852,"Paraguari 852, e/ Manuel Domínguez y F. R. Moreno., Asunción 1229, Paraguay",-25.2890972,-57.633064399999995,+595 992 436146,https://www.lupe.com.py/,4.5,40,True,Advertising agency
WILD FI,marketing_agencies,technology-digital,Antonio José de Sucre y Alcalá 1036,"Antonio José de Sucre y Alcalá 1036, Asunción 001411, Paraguay",-25.289437099999997,-57.579620299999995,+595 21 603 031,http://www.wildfi.com/,4.7,36,True,Advertising agency
The Promote Lab - Agencia Creativa,marketing_agencies,technology-digital,Av. Denis Roa e,"Av. Denis Roa e, Moisés Bertoni 545, Asunción 1209, Paraguay",-25.297176099999998,-57.5630927,+595 981 175664,https://api.whatsapp.com/send?phone=595981175664,5,6,True,Marketing agency
Materia Gris,marketing_agencies,technology-digital,Alfredo Seiferheld 5035 casi,"Alfredo Seiferheld 5035 casi, Asunción 001414, Paraguay",-25.305877499999998,-57.587828099999996,+595 991 802074,http://materiagris.com.py/,5,3,True,Marketing agency
Ayo Agencia de Autor,marketing_agencies,technology-digital,Ocara Poty Cue Mi,"Ocara Poty Cue Mi, Asunción 001508, Paraguay",-25.2432671,-57.5428651,,http://www.ayo.com.py/,4.9,12,True,Advertising agency
Maknetiza - Agencia de Marketing Digital Paraguay,marketing_agencies,technology-digital,,,-25.5607898,-56.2115642,,http://www.maknetiza.com/,5,10,True,Marketing agency
Cloud Paraguay - Data Driven Marketing,marketing_agencies,technology-digital,Aviadores del Chaco 2050 World Trade Center / Torre,"Aviadores del Chaco 2050 World Trade Center / Torre, Asunción, Paraguay",-25.2848372,-57.567366,(660) 696-4014,https://cloudparaguay.com/,5,10,True,Marketing agency
Tabárez Publicidad - Grupo TBZ,marketing_agencies,technology-digital,Luís Alberto de Herrera 969,"Luís Alberto de Herrera 969, casi EEUU 1829, Paraguay",-25.2893069,-57.6284206,+595 21 446 060,http://www.tabarez.com.py/,4.8,17,True,Advertising agency
Agencia Ojo De Pez,marketing_agencies,technology-digital,Av. España 1811 e,"Av. España 1811 e, Asunción 001208, Paraguay",-25.2881417,-57.604180199999995,+595 976 543856,http://www.ojodepez.com.py/,4.3,21,True,Advertising agency
BpuntoC Marketing,marketing_agencies,technology-digital,M9MW+9H8,"M9MW+9H8, Dr. Carlos Centurion 1044, Asunción 1632, Paraguay",-25.316504499999997,-57.603558799999995,+595 21 557 758,,4.7,23,False,Marketing agency
Arroba - Agencia de Marketing Digital,marketing_agencies,technology-digital,,,-25.302643999999997,-57.5993784,+595 971 980731,https://arroba.com.py/,5,4,True,Internet marketing service
Biedermann Publicidad,marketing_agencies,technology-digital,Olegario Víctor Andrade,"Olegario Víctor Andrade, Asunción 001411, Paraguay",-25.2929224,-57.5782794,+595 21 238 6200,http://www.biedermann.com.py/,4.2,86,True,Advertising agency
Paraguay Publicidad,marketing_agencies,technology-digital,Av. Dr. Fernando de la Mora 355,"Av. Dr. Fernando de la Mora 355, Asunción 001235, Paraguay",-25.309936099999998,-57.6136911,+595 986 700200,https://www.facebook.com/paraguaypublicidad/,5,3,True,Advertising agency
Publitex Industria Publicitaria S.R.L.,marketing_agencies,technology-digital,Rodriguez de Francia 1372 c,"Rodriguez de Francia 1372 c, Asunción 2121, Paraguay",-25.2977438,-57.627423699999994,+595 984 993533,http://www.publitex.com.py/,4.5,203,True,Advertising agency
Publicitá 365,marketing_agencies,technology-digital,Padre Rafael Elizeche 1281,"Padre Rafael Elizeche 1281, Lambaré 110701, Paraguay",-25.3156946,-57.616926,+595 21 300 222,,4.9,35,False,Advertising service
Pachas Publicidad,marketing_agencies,technology-digital,Teodoro S. Mongelós,"Teodoro S. Mongelós, Asunción 001224, Paraguay",-25.2965575,-57.620554899999995,+595 971 205625,,4.8,40,False,Advertising agency
