name,category,subcategory,city,neighborhood,address,lat,lng,phone,website,rating,total_reviews,has_website,deep_score,priority,types
Mónica peluquería y estética,Peluqueria,General,Caaguazú,Barrio Bernardino Caballero,"GXHP+5QG, Tte A. Rojas Silva, Caaguazú 050207, Paraguay",-25.4720677,-56.0130491,0971 490359,,4.6,56,False,97,A,establishment|hair_care|point_of_interest
Salon De Belleza Riky,Salon de Belleza,General,Capiatá,,"JHV6+MH5, Capiatá 110219, Paraguay",-25.3558539,-57.4385307,0984 558085,,4.6,96,False,97,A,establishment|hair_care|point_of_interest
Gimnasio Metroflex,Gimnasio/Fitness,Gimnasio,Caaguazú,Barrio Bernardino Caballero,"Pedro Juan Caballero entre Carlos A. López y M. Just. Trochr Caaguazú, Caaguazú 3400, Paraguay",-25.4721538,-56.01650100000001,0976 476832,,4.2,86,False,97,A,establishment|gym|health|point_of_interest
DepiPink - Sucursal Fdo. De la Mora,Salon de Belleza,General,Fernando de la Mora,Fernando Zona Norte,"Ingavi, Fernando de la Mora 110310, Paraguay",-25.3192851,-57.5270587,0971 715888,,4.8,76,False,97,A,beauty_salon|establishment|hair_care|point_of_interest
Venus Coiffure I,Uñas/Nails,General,Asunción,,"Gaudioso Núñez entre José Asunción Flores, Entrada por estacionamiento a una cuadra de, Teodoro S. Mongelós y, Asunción 001230, Paraguay",-25.3056322,-57.60176329999999,0994 270222,,4.2,253,False,97,A,establishment|hair_care|point_of_interest|spa
Beauty & Spa Body Line,Spa/Wellness,Spa,Asunción,,"Cedro 1168 casi Pilar Asunción, Cedro 1168, Asunción 1911, Paraguay",-25.3221761,-57.5926049,(021) 551 797,https://www.facebook.com/bodylinebeutyspa/,4.4,287,True,97,A,establishment|point_of_interest|spa
Peluqueria Unisex New Look,Peluqueria,Peluqueria Unisex,Puerto Iguazú,,"1 de Mayo 383, N3370 Puerto Iguazú, Misiones, Argentina",-25.5987995,-54.5809649,03757 44-4668,,4.6,57,False,97,A,establishment|hair_care|point_of_interest
Salón,Peluqueria,General,Encarnación,,"Constitución Nacional, Encarnación 070111, Paraguay",-27.3272742,-55.8621226,0986 083425,,4.5,55,False,97,A,establishment|hair_care|point_of_interest
Rumy estética integral,Peluqueria,General,Ciudad del Este,,"F9CF+V6G, Ciudad del Este 100151, Paraguay",-25.527807,-54.6269187,0973 524910,,4.8,99,False,97,A,establishment|hair_care|health|point_of_interest
Paseo La Catedral,Otros,General,San Lorenzo,Centro de San Lorenzo,"MF5R+P95, Coronel Bogado, San Lorenzo 111423, Paraguay",-25.3407345,-57.50901389999999,0982 450834,,4.4,1349,False,97,A,establishment|point_of_interest|shopping_mall
Biggie San Bernardino - Lago Azul,Otros,General,San Bernardino,,"PM2W+VF3 c/ Nélida, M. de Villanueva, San Bernardino 031601, Paraguay",-25.2978589,-57.30383690000001,2890000,,4.3,295,False,97,A,convenience_store|establishment|food|grocery_or_supermarket|point_of_interest|store|supermarket
Espacio Vip - Beauty Salon,Salon de Belleza,Spa,Ciudad del Este,,"F9V8+4J3, Ciudad del Este 100129, Paraguay",-25.5072461,-54.6334608,0973 710523,,4.6,72,False,97,A,establishment|hair_care|point_of_interest
Adriana Beauty Salon & Spa,Salon de Belleza,Spa,Ciudad del Este,,"F9MC+35F, Yrupe, Cd. del Este 100152, Paraguay",-25.5173165,-54.62957919999999,(061) 513 757,,4.7,57,False,97,A,beauty_salon|establishment|point_of_interest
Annuva,Salon de Belleza,General,Asunción,,"PC6C+4PF, Sucre, Asunción 001411, Paraguay",-25.2896874,-57.5782044,0991 208143,,5.0,95,False,97,A,beauty_salon|establishment|point_of_interest
Homme Visagismo Masculino,Peluqueria,General,Hernandarias,,"Av. José Asunción Flores, Hernandarias 100519, Paraguay",-25.4808506,-54.62493079999999,0994 999955,,5.0,87,False,97,A,establishment|hair_care|health|point_of_interest
Spa Nilza Rinaldi,Spa/Wellness,Spa,Asunción,,"Federación Rusa, Asunción 001528, Paraguay",-25.2796912,-57.57274880000001,(021) 661 488,,4.4,56,False,97,A,establishment|point_of_interest|spa
Peluquería & Barbería Oscar,Peluqueria,General,Areguá,,"republca del esq emeterio benitez, MHWM+WG5, Areguá 110115, Paraguay",-25.3027416,-57.41613879999999,0984 796721,,4.8,51,False,97,A,establishment|hair_care|health|point_of_interest
PELUQUERÍA BARBERSHOP,Peluqueria,General,Fernando de la Mora,Fernando Zona Norte,"MFPC+67H, Fernando de la Mora 110310, Paraguay",-25.3144301,-57.52927800000001,0982 992766,,4.6,66,False,97,A,establishment|hair_care|point_of_interest
Joseph - Peluquería,Peluqueria,General,Doctor Juan Eulogio Estigarribia,,"J8G2+VWG, Doctor Juan Eulogio Estigarribia 051203, Paraguay",-25.3728156,-55.6976856,0528 222 377,,4.5,64,False,97,A,establishment|hair_care|health|point_of_interest
Lidu Salinas Salon De Belleza,Salon de Belleza,General,Fernando de la Mora,Fernando Zona Sur,"De la Victoria ,esquina Fortin Camacho l, De la Victoria esquina, Fernando de la Mora 110328, Paraguay",-25.3351333,-57.5784783,0983 374490,,4.8,94,False,97,A,beauty_salon|establishment|point_of_interest
Guzmán estilista,Peluqueria,General,Asunción,,"Roma, Asunción 001102, Paraguay",-25.2935315,-57.6416132,0982 543965,,5.0,51,False,97,A,establishment|hair_care|point_of_interest
JK BEAUTY SALON,Salon de Belleza,General,Asunción,,"Incienso, &, Asunción 001429, Paraguay",-25.3279011,-57.5836146,0994 481644,,4.9,72,False,97,A,beauty_salon|establishment|point_of_interest
DiDonna - Artistas del cabello,Peluqueria,General,Asunción,,"Edificio Fiore di Maggio, Prof. César Vasconcellos 1111, Asunción 001410, Paraguay",-25.2865483,-57.56796070000001,0981 448445,,4.8,58,False,97,A,establishment|hair_care|point_of_interest
Premier Fitness Club - Mariano Roque Alonso,Gimnasio/Fitness,General,Mariano Roque Alonso,,"1er. Piso, Paseo Alameda, Ruta Internacional Transchaco y, Mariano Roque Alonso 2040, Paraguay",-25.2340505,-57.538173,0982 527870,,4.3,52,False,97,A,establishment|gym|health|point_of_interest
REBE SOCCER CLUB,Gimnasio/Fitness,General,Ciudad del Este,,"F96P+FX2, Roque, Cd. del Este 100145, Paraguay",-25.5388615,-54.6126197,0983 111033,,4.3,68,False,97,A,establishment|gym|health|point_of_interest
Supermercado Linalu,Otros,General,Pilar,,"Avda. Irala, Pilar 2800, Paraguay",-26.8717823,-58.30310240000001,0786 230 584,,4.3,758,False,97,A,establishment|food|grocery_or_supermarket|point_of_interest|store|supermarket
Peluqueria Nosotras,Peluqueria,General,Fernando de la Mora,Fernando Zona Sur,"Boqueron esquina Iturbe, Fernando de la Mora 2300, Paraguay",-25.3526949,-57.5693734,0986 535281,,4.6,69,False,97,A,beauty_salon|establishment|point_of_interest
Peluquería Kabell,Peluqueria,General,Fernando de la Mora,Fernando Zona Sur,"San Blas, &, Fernando de la Mora 110329, Paraguay",-25.3414911,-57.57900720000001,0982 247411,,4.9,56,False,97,A,establishment|hair_care|point_of_interest
Salón Benitez,Peluqueria,General,Fernando de la Mora,Fernando Zona Norte,"10 de Julio 311, Fernando de la Mora 110308, Paraguay",-25.3215472,-57.5527211,0981 133515,,4.7,69,False,97,A,establishment|hair_care|health|point_of_interest
El Figaro peluquería,Peluqueria,General,Caaguazú,Villa Santa Isabel,"Unnamed Road, Caaguazú 050202, Paraguay",-25.4571002,-56.0327166,0984 834791,,4.9,50,False,97,A,establishment|hair_care|health|point_of_interest
PELUQUERIA GIORDAN,Peluqueria,General,Pedro Juan Caballero,,"C7R9+G63, Lomas Valentinas, Pedro Juan Caballero 130120, Paraguay",-22.5587479,-55.73194909999999,0973 416511,,4.8,76,False,97,A,establishment|hair_care|health|point_of_interest
Milano Internacional Perfumería,Otros,General,Ciudad del Este,,"Avenida Adrian Jara c, Itá Ybaté, Cd. del Este 7000, Paraguay",-25.5111874,-54.6085608,0973 533155,,4.2,575,False,97,A,clothing_store|establishment|point_of_interest|store
COMPRA DE TODO MAKEUP&TOOLS,Maquillaje,General,Fernando de la Mora,,"Ruta Mariscal José Felix Estigarribia, Fernando de la Mora 110308, Paraguay",-25.3204441,-57.5602382,0985 600009,,4.4,497,False,97,A,establishment|point_of_interest|shopping_mall
Romi Valinotti Beauty Center,Salon de Belleza,General,San Lorenzo,,"MF3W+GFM, Tte Benitez, San Lorenzo 111423, Paraguay",-25.3461716,-57.5038429,0983 442610,,4.7,84,False,97,A,beauty_salon|establishment|point_of_interest
Terminal de Omnibus Dr. J. E. Estigarribia,Otros,General,Doctor Juan Eulogio Estigarribia,,"José Asunción Flores, Dr Juan Eulogio Estigarribia 051201, Paraguay",-25.3771817,-55.7206951,0984 624192,,4.2,274,False,97,A,establishment|point_of_interest|travel_agency
Hotel Ybytyruzu,Otros,General,Villarrica,,"Carlos Antonio López, Villarrica 5000, Paraguay",-25.7763532,-56.4465191,(0541) 42390,,4.1,1099,False,97,A,establishment|food|lodging|point_of_interest|restaurant
La Pelu de la Chuchi,Peluqueria,General,San Lorenzo,,"Nilo Meyer casi, San Lorenzo 2160, Paraguay",-25.3490918,-57.501769,0971 944090,,4.8,69,False,97,A,establishment|hair_care|point_of_interest
Rode Coiffure,Peluqueria,General,San Bernardino,,"Ruta San Bernardino - Altos, San Bernardino 031602, Paraguay",-25.3035302,-57.29275699999999,0961 395166,,4.7,55,False,97,A,establishment|hair_care|point_of_interest
DOLCE CANE boutique y spa canina - Lambaré,Spa/Wellness,Spa,Lambaré,,"Av. Cacique Lambare, Lambaré 110725, Paraguay",-25.3422148,-57.6285858,0992 344263,,4.2,55,False,97,A,establishment|hair_care|point_of_interest
Méndez Estilista Salón Masculino,Peluqueria,General,Lambaré,,"Av. Médicos del Chaco 1560, Lambaré 110706, Paraguay",-25.3341337,-57.61576239999999,0976 121883,,4.7,92,False,97,A,establishment|hair_care|point_of_interest
Kala'a Peluquería,Peluqueria,General,Limpio,,"8 de Diciembre, Limpio 110813, Paraguay",-25.1714852,-57.47318120000001,0986 301821,,4.8,64,False,97,A,establishment|hair_care|health|point_of_interest
Extensiones Kevin Class,Peluqueria,General,Itaugua,,"Itaugua 110613, Paraguay",-25.3787497,-57.3959949,0982 492665,,4.6,61,False,97,A,establishment|hair_care|point_of_interest
Graciela Coiffure Unisex,Peluqueria,General,Iturbe,,"Blas Garay 258, Iturbe 001102, Paraguay",-25.294608,-57.64012229999999,0981 986559,,4.8,71,False,97,A,establishment|hair_care|point_of_interest
Yamila Suely Belleza Integral,Salon de Belleza,General,Ñemby,,"Valentin Correa, Ñemby 111212, Paraguay",-25.3926863,-57.5520894,0982 382084,,4.9,53,False,97,A,beauty_salon|establishment|point_of_interest
Wilkev,Peluqueria,General,Villa Elisa,,"Ingavi Von Polesky Villa Elisa, Villa Elisa 2610, Paraguay",-25.3836608,-57.5834231,0985 505642,,4.8,67,False,97,A,establishment|hair_care|health|point_of_interest
MELA Hair Salon - Barbería,Salon de Belleza,General,Luque,,"14 De Mayo, Luque 110932, Paraguay",-25.2678612,-57.49575340000001,0982 264479,,4.5,61,False,97,A,establishment|hair_care|health|point_of_interest
Paseo Deltoto,Otros,General,Lambaré,,"Porvenir y, Lambaré 110705, Paraguay",-25.3352346,-57.6249181,0981 592395,,4.3,961,False,97,A,establishment|point_of_interest|shopping_mall
Nicel’s Esencia de Belleza,Salon de Belleza,General,Ñemby,,"Ytororo, Ñemby 111214, Paraguay",-25.3970038,-57.54673820000001,0981 219007,,4.8,55,False,97,A,beauty_salon|establishment|point_of_interest
Gabby Dose Studio,Salon de Belleza,General,Asunción,,"Raul Carmona, &, Asunción 001408, Paraguay",-25.2970666,-57.5701745,0991 785311,,4.9,71,False,97,A,beauty_salon|establishment|hair_care|point_of_interest
Hotel Malian,Otros,General,Pilar,,"PY04, Pilar 120103, Paraguay",-26.8605815,-58.2989722,0975 434651,,4.1,882,False,97,A,establishment|lodging|point_of_interest
Peluqueria Zulma,Peluqueria,General,Puerto Iguazú,,"Gavilán 62, N3370 Puerto Iguazú, Misiones, Argentina",-25.6140978,-54.5662122,03757 50-3587,,4.8,58,False,97,A,establishment|hair_care|health|point_of_interest
Club Social y Deportivo Yacyretá,Maquillaje,General,Ayolas,,"J57C+4R3, Av. Arary, Ayolas 080203, Paraguay",-27.3872427,-56.82794029999999,(072) 222 113,,4.4,502,False,97,A,establishment|point_of_interest
PANY Beauty Bar,Peluqueria,General,Asunción,,"San Rafael 1166, Asunción 001527, Paraguay",-25.2753861,-57.5712105,0981 834878,,4.9,60,False,97,A,establishment|hair_care|point_of_interest
Peluqueria Chala,Peluqueria,General,Villa Hayes,,"WF6F+63P, Villa Hayes 150405, Paraguay",-25.089411,-57.5273004,0972 138340,,4.6,90,False,97,A,establishment|hair_care|point_of_interest
Peluqueria Ina Arias,Peluqueria,General,Asunción,,"Av. Estados Unidos 646 Casi, Asunción 001218, Paraguay",-25.2891791,-57.6275943,0982 233523,,4.7,81,False,97,A,establishment|hair_care|point_of_interest
Leblon Color Studio & Barber Shop,Peluqueria,Barberia Moderna,Asunción,,"Eusebio Lillo Robles, Asunción 001407, Paraguay",-25.2926882,-57.56329940000001,0971 380220,,4.8,68,False,97,A,establishment|hair_care|point_of_interest
"INA STYLE Pelucas, BARBERIA, extensiones, alargues, coletas, apliques hair topper. Cabello 100% natural. ALQUILER",Peluqueria,General,Asunción,,"Enrique Solano López N° 914, Asunción 001205, Paraguay",-25.2816988,-57.6021989,0971 147251,https://www.instagram.com/inastylepy/?hl=es,4.7,330,True,97,A,establishment|hair_care|health|point_of_interest|store
Stock,Otros,General,Caacupé,,"JV85+4R9, Padre Solis, Caacupé 030103, Paraguay",-25.3847198,-57.140377,0511 242 521,,4.1,565,False,97,A,establishment|food|grocery_or_supermarket|point_of_interest|store|supermarket
Amaran Estética,Salon de Belleza,General,Asunción,,"Cuartel de la Rivera 4926, Asunción 001414, Paraguay",-25.3031681,-57.5872896,0992 330183,,4.8,66,False,97,A,beauty_salon|establishment|point_of_interest|spa
BONICA - Women's Club,Salon de Belleza,General,Asunción,,"Teniente Héctor Vera esq, Asunción 1816, Paraguay",-25.2863258,-57.5765019,0982 669939,,4.8,66,False,97,A,beauty_salon|establishment|point_of_interest|spa
Bingo Guarani,Otros,General,Asunción,,"M9XM+2JX, Av. Eusebio Ayala, Asunción 001236, Paraguay",-25.3023999,-57.61588380000001,(021) 204 419,,4.1,415,False,97,A,establishment|point_of_interest
Jessica Maia Curls,Peluqueria,General,Asunción,,"Virgilio Mola y, Asunción 001535, Paraguay",-25.2837009,-57.5927988,0983 158945,,4.8,83,False,97,A,establishment|hair_care|point_of_interest
Club Guaraní,Otros,General,Asunción,,"Año 1811, Asunción 001236, Paraguay",-25.3034169,-57.61654689999999,(021) 227 080,,4.2,685,False,97,A,establishment|point_of_interest
Carol Rolón,Peluqueria,General,Villarrica,,"Villarrica 040109, Paraguay",-25.7792773,-56.44841830000001,0971 627067,,4.8,62,False,97,A,establishment|hair_care|point_of_interest
Marilyn Coiffure,Salon de Belleza,General,Villarrica,,"General Díaz, sn, Villarrica 5000, Paraguay",-25.7816807,-56.4475438,0983 699907,,4.6,86,False,97,A,beauty_salon|establishment|hair_care|point_of_interest
Emy Express Intercoiffure,Salon de Belleza,General,Ciudad del Este,,"F9Q8+H4H, Ciudad del Este 100153, Paraguay",-25.5110615,-54.6346544,0986 659347,,4.8,72,False,97,A,beauty_salon|establishment|point_of_interest
Peinados Taia,Salon de Belleza,General,Encarnacion,,"Encarnacion 070111, Paraguay",-27.3278611,-55.86656259999999,0975 728557,,4.7,71,False,97,A,beauty_salon|establishment|point_of_interest
Chololo Touristic Hotel,Spa/Wellness,General,Chololo,,"Ruta Paraguarí-Piribebuy Km 81, Chololo 031416, Paraguay",-25.5513969,-57.0400299,0994 534279,https://m.facebook.com/hotelchololopy/?tsid=0.5903328726678916&source=result,4.2,1288,True,97,A,establishment|lodging|point_of_interest|spa
Hotel Piribebuy,Otros,General,Piribebuy,,"GXP5+RC4, R. I. 8 Piribebuy, Piribebuy 031403, Paraguay",-25.4629999,-57.0414159,0515 212 994,,4.2,206,False,97,A,establishment|lodging|point_of_interest
Peluqueria Y Barberia Aveiro,Peluqueria,General,Hernandarias,,"Hernandarias 100501, Paraguay",-25.3737157,-54.651232,0982 837874,,4.9,61,False,97,A,establishment|hair_care|health|point_of_interest
Corto y cambio,Peluqueria,General,Encarnacion,,"M48P+9H9, Encarnacion 070110, Paraguay",-27.334095,-55.8635011,0985 409775,,5.0,52,False,97,A,establishment|hair_care|point_of_interest
.,Peluqueria,General,Encarnación,,"M47R+X42, Mñor. Wiessen, Encarnación 070118, Paraguay",-27.3351137,-55.8597483,0986 208367,,4.6,51,False,97,A,establishment|hair_care|point_of_interest
Rebellion Sauna,Spa/Wellness,General,Asunción,,"Av. Perú 689 esquina, Asunción 001224, Paraguay",-25.293122,-57.6217276,0973 136666,,4.3,93,False,97,A,establishment|health|point_of_interest|spa
National Hospital Itaugua,Otros,General,Itaugua,,"HJ2Q+W4Q, Itaugua 110622, Paraguay",-25.4476727,-57.3621418,0294 321 450,,4.0,340,False,97,A,establishment|health|hospital|point_of_interest
Stronger Centro de Treinamento,Gimnasio/Fitness,General,,Centro,"R. Mal. Floriano, 1284 - Centro, Ponta Porã - MS, 79904-700, Brazil",-22.5438527,-55.7256136,(67) 99205-3030,https://www.instagram.com/strongercentrodetreinamento/,4.6,155,True,95,A,establishment|gym|health|point_of_interest
Pablito barbershop,Barberia,General,Ñemby,,"Ñemby 111221, Paraguay",-25.4106399,-57.52053549999999,0972 843458,,4.7,70,False,95,A,establishment|hair_care|health|point_of_interest
La Curva - Hotel & Restaurant,Otros,General,Villa del Rosario,,"c/ Mariscal Estigarribia casi, República de Colombia nº 537, Villa del Rosario 8080, Paraguay",-24.438606,-57.14330769999999,0972 256685,,4.6,102,False,95,A,establishment|food|lodging|point_of_interest|restaurant
SAMA BARBERSHOP “ BARBERIA”,Barberia,General,Concepción,,"HHM8+C3J, Av. Pdte. Eligio Ayala, Concepción 010112, Paraguay",-23.4164249,-57.4348504,0991 565574,,4.8,53,False,95,A,establishment|hair_care|health|point_of_interest
La Esperanza,Otros,General,Piribebuy,Maria Auxiliadora,"Pedro Juan Caballero, Piribebuy 031402, Paraguay",-25.4641527,-57.0460888,0971 169235,,4.6,129,False,95,A,establishment|lodging|point_of_interest
La Casita de los Cristales,Otros,General,Piribebuy,,"Piribebuy 031403, Paraguay",-25.4666863,-57.0376284,0983 940571,,4.8,152,False,95,A,establishment|museum|point_of_interest|store
MALE Barber Shop & Drink,Barberia,Barberia Moderna,Luque,,"Dr. José Gaspar Rodríguez de Francia, Luque 110932, Paraguay",-25.2690216,-57.4930513,0983 819419,,4.6,53,False,95,A,establishment|hair_care|health|point_of_interest
Espacio de belleza LK,Spa/Wellness,Spa,Santa Rita,,"San Jose, Santa Rita 101303, Paraguay",-25.7723357,-55.0766201,0983 602213,https://www.facebook.com/Leena-Kunzler-Hair-Makeup-393547734436757/,4.9,127,True,95,A,beauty_salon|establishment|point_of_interest
La Guarida Barberos,Barberia,General,Asunción,,"Moisés Bertoni esquina, Asunción 001411, Paraguay",-25.2889606,-57.5824073,0971 656656,http://www.instagram.com/laguarida.barberos,4.7,250,True,95,A,establishment|hair_care|health|point_of_interest
Mudraa Spa Py,Spa/Wellness,Spa,Asunción,,"Carmen Soler 3640 c, Asunción 0000, Paraguay",-25.2987219,-57.6004613,0971 186989,https://www.instagram.com/mudraa.py/,4.9,116,True,95,A,establishment|point_of_interest|spa
Barbas Barbershop,Barberia,General,Asunción,,"Chóferes Del Chaco 9001 A Asunción, Asunción 9001, Paraguay",-25.3009262,-57.59370089999999,0972 400517,https://www.facebook.com/barbasparaguay/,4.7,347,True,95,A,bar|establishment|hair_care|health|point_of_interest
Barber Shop Py,Barberia,Barberia Moderna,Asunción,,"Cardenal Roig 1037, Asunción 1820, Paraguay",-25.2920428,-57.56269349999999,0991 721473,,5.0,65,False,95,A,establishment|hair_care|health|point_of_interest
Ciria Depilaciones Campo Grande,Depilacion,General,Asunción,,"PFH3+636, Asunción 001524, Paraguay",-25.2719595,-57.5473559,0981 933247,,4.8,152,False,95,A,beauty_salon|establishment|hair_care|point_of_interest
SUPER TOTAL,Otros,General,Ayolas,,"J5C4+44M, Ayolas 080201, Paraguay",-27.3796705,-56.8446916,(072) 222 624,,4.6,195,False,95,A,establishment|point_of_interest|store
Hotel Doña Angélica,Otros,General,San Ignacio Guazú,,"Iturbe 518 e, San Ignacio Guazú 080303, Paraguay",-26.8862828,-57.02283480000001,0981 520182,,4.8,123,False,95,A,establishment|lodging|point_of_interest
Que Chevere Barbería,Barberia,General,Asunción,,"Coronel Juan Antonio Escurra, &, Asunción 001409, Paraguay",-25.2932167,-57.5518893,0982 246052,,4.8,77,False,95,A,establishment|hair_care|health|point_of_interest
Pampaiva MakeUp,Maquillaje,General,Mariano Roque Alonso,Caacupe Mi,"QFP6+6GM, Unnamed Road, Mariano Roque Alonso 111010, Paraguay",-25.2144219,-57.53868949999999,0981 775554,,4.7,165,False,95,A,beauty_salon|establishment|point_of_interest
ES VEDRÁ San Bernardino,Otros,General,,,"QM3P+5WH, 031606, Paraguay",-25.2470652,-57.3126358,0982 272328,,4.8,182,False,95,A,establishment|point_of_interest
Mirage Sport Center,Gimnasio/Fitness,General,San Lorenzo,,"Tte Benitez, San Lorenzo 111423, Paraguay",-25.3460092,-57.5033279,0986 273555,https://www.facebook.com/MirageSportC/,4.6,142,True,95,A,establishment|gym|health|point_of_interest
Angel Barber Py,Barberia,General,San Lorenzo,,"Ave Eugenio A. Garay, San Lorenzo 111409, Paraguay",-25.3176653,-57.5075894,0994 882966,,4.9,52,False,95,A,establishment|hair_care|health|point_of_interest
Minutos de Sol,Otros,General,San Lorenzo,,"Juan León mallorquín 220, San Lorenzo 111431, Paraguay",-25.3484988,-57.5151517,0986 490573,,4.8,131,False,95,A,establishment|point_of_interest|store
Creperia Cafe Casa Vital,Otros,General,San Bernardino,,"Av. Luis F. Vache, San Bernardino 031602, Paraguay",-25.3109546,-57.2975442,0983 104489,,4.6,165,False,95,A,cafe|establishment|food|point_of_interest|restaurant|store
The Barber JZ,Barberia,General,Lambare,,"J9VX+5XR, Francisco Dupuis, Lambare 110731, Paraguay",-25.3570028,-57.6001234,0961 766745,,4.9,54,False,95,A,establishment|hair_care|health|point_of_interest
MARTIN'S BARBER SHOP💈,Barberia,Barberia Moderna,Lambaré,,"San Isidro, Lambaré 110730, Paraguay",-25.3557941,-57.6051544,0984 989509,,4.9,68,False,95,A,establishment|hair_care|health|point_of_interest
Micropigmentação e Remoção a Laser | Clínica Niege Bento,Depilacion,Depilacion Laser,,Centro,"R. Alm. Barroso, 1817 - Centro, Foz do Iguaçu - PR, 85851-010, Brazil",-25.5392544,-54.5847453,(45) 3025-4100,,4.9,150,False,95,A,beauty_salon|establishment|health|point_of_interest|store
Mundo Fitness Gym,Gimnasio/Fitness,Gimnasio,Villa Elisa,,"Von Polesky esquina, JC79+82C, Villa Montes, Villa Elisa 111516, Paraguay",-25.3866821,-57.5824718,0972 416801,https://www.instagram.com/mundo.fitnesspy,4.5,124,True,95,A,establishment|gym|health|point_of_interest
Scarlet Store - Mariano,Otros,General,Mariano Roque Alonso,Caacupe Mi,"Ruta Transchaco, Mariano Roque Alonso 111010, Paraguay",-25.2183648,-57.5313816,0982 524075,,4.5,132,False,95,A,establishment|point_of_interest|store
Smart Fit - Ñemby,Gimnasio/Fitness,General,Ñemby,,"JF62+RMP, Acceso Sur, Ñemby 111214, Paraguay",-25.3879352,-57.5483931,,,4.8,119,False,95,A,establishment|gym|health|point_of_interest
Mburucuya Fitness Center,Gimnasio/Fitness,Gimnasio,Asunción,,"Dr. Hipólito Carrón esquina, Asunción 001520, Paraguay",-25.2726365,-57.56723609999999,0992 446377,https://www.instagram.com/mburucuyafitnesscenter/,4.7,112,True,95,A,establishment|gym|health|point_of_interest
Figari Fitness Center,Gimnasio/Fitness,Gimnasio,Lambaré,,"Cacique Lambaré c, Héroes del 70, Lambaré 110720, Paraguay",-25.3432086,-57.6081504,0971 625662,https://www.facebook.com/figarifitnesscenter,4.6,116,True,95,A,establishment|gym|health|point_of_interest
Marianela Atyra,Otros,General,Atyrá,,"PRFR+GCF, Atyrá 030404, Paraguay",-25.2761857,-57.15893790000001,(0520) 20188,,4.8,149,False,95,A,establishment|point_of_interest
Total GYM,Gimnasio/Fitness,Gimnasio,Lúke,,"Panamá esq, Lúke 110945, Paraguay",-25.2917079,-57.49822609999999,0984 423001,https://www.facebook.com/Totalgym083/,4.7,116,True,95,A,establishment|gym|health|point_of_interest
Shirley Nails,Uñas/Nails,Salon Uñas,Asunción,,"Av. Dr. Fernando de la Mora 3260, Asunción 001315, Paraguay",-25.3351934,-57.58907889999999,0991 758633,,4.6,137,False,95,A,establishment|point_of_interest|spa
Le Dragon Bleu,Otros,General,Asunción,,"Prof. Delfin Chamorro 467, Asunción 001015, Paraguay",-25.2955812,-57.64597970000001,0981 410318,,4.8,117,False,95,A,establishment|point_of_interest|store
NILSON Barber Shop,Barberia,Barberia Moderna,Presidente Franco,,"C8VX+M4Q, Presidente Franco 100205, Paraguay",-25.5557977,-54.6521343,0973 238388,,4.6,64,False,95,A,establishment|hair_care|health|point_of_interest
Gimnasio Forma Fisica,Gimnasio/Fitness,Gimnasio,Asunción,,"y, Senador Huey Pierce Long &, Olegario Víctor Andrade, Asunción 001411, Paraguay",-25.2928036,-57.5785172,(021) 600 874,https://m.facebook.com/gimnasioformafisica/,4.6,169,True,95,A,establishment|gym|health|point_of_interest
Mi piercing,Tatuajes/Piercing,Piercing Studio,San Lorenzo,Centro de San Lorenzo,"969 San Lorenzo, San Lorenzo 2060, Paraguay",-25.3411158,-57.5095032,0994 122288,,4.9,110,False,95,A,establishment|point_of_interest
Gym Crossfit Gigantes,Gimnasio/Fitness,Gimnasio,Asunción,,"P946+2RJ, Lomas Valentinas, Asunción 001103, Paraguay",-25.294917,-57.63797460000001,,,4.7,155,False,95,A,establishment|gym|health|point_of_interest
Gimnasio Nueva Onda El Templo,Gimnasio/Fitness,Gimnasio,Asunción,,"Brasil &, P93C+V6Q, República de Colombia, Asunción 001221, Paraguay",-25.2952906,-57.629382,(021) 450 306,https://instagram.com/nueva_onda?igshid=1fcnvhc8zz079,4.8,136,True,95,A,establishment|gym|health|point_of_interest
World Gym,Gimnasio/Fitness,Gimnasio,Villarrica,,"Blvd. Bicentenario, Villarrica 040103, Paraguay",-25.7740021,-56.4529064,(0541) 40280,https://m.facebook.com/pg/Worldgymvca/posts/?ref=page_internal&mt_nav=1,4.8,136,True,95,A,establishment|gym|health|point_of_interest
BarberSnow,Barberia,General,Capiatá,,"Martin Ledezma, Capiatá 110215, Paraguay",-25.3558498,-57.44940380000001,0971 899920,,4.9,50,False,95,A,establishment|hair_care|health|point_of_interest
Alto Aregua Galeria de Arte y Posada,Otros,General,Areguá,,"De la Candelaria 807, Areguá 2000, Paraguay",-25.3083206,-57.3862518,0971 150599,,4.6,194,False,95,A,establishment|lodging|point_of_interest
Flex Gym,Gimnasio/Fitness,Gimnasio,Ponta Porã,Vila Militar II,"F787+R4Q, Av. Carlos A. López, Ponta Porã 130103, Paraguay",-22.5329036,-55.7371499,0986 123165,https://www.instagram.com/flexgympjc?igsh=MWpnMjg2Zmh3bndubA==,4.7,152,True,95,A,establishment|point_of_interest
VargasBarberpy,Barberia,General,Fernando de la Mora,Fernando Zona Norte,"MFJ4+CRG, Fernando de la Mora 110309, Paraguay",-25.3188962,-57.5430721,0971 569857,,4.9,59,False,95,A,establishment|hair_care|health|point_of_interest
